name,nature,source,circumstance,gift_old_style,gift_received_date,gift_date
"Dabrusin, Julie","Ticket to attend the 2018 Directors Guild of Canada Awards Gala in Toronto on October 20, ...","Mr. Tim Southam, President of the Directors Guild of Canada",Invited to participate as a presenter during the Gala, ,2018/10/16,2018/10/18
"Hudon, Isabelle",Album of Verdi and Nabucco,"Ms. Simona de Petris, International Public Affairs Manager - Head of Paris Bureau, Intesa ...",Following an official meeting, ,2018/07/24,2018/10/17
"Bezan, James",Intern assigned to my Member's office on Parliament Hill,Canada-Ukraine Parliamentary Internship Program,The Canada-Ukraine Parliamentary lnternship Program places interns in Member's offices for..., ,,2018/10/16
"Bezan, James",Intern assigned to my Member's office on Parliament Hill,Parliamentary Internship Programme,Parliamentary Internship Programme chooses a Member's office to intern in for fall and win..., ,,2018/10/16
"O'Regan Jr., Seamus",Event/sporting event ticket(s)Number of tickets: 1,"Ms. Haley Wolfenden, Coordinator, Special Events & Fundraising, National Arts Centre",Invited to attend the National Arts Centre Centre Gala, ,2018/10/03,2018/10/15
"Rodriguez, Pablo",Two tickets to attend the National Arts Centre Gala featuring Diana Ross in support of the...,"Ms. Jayne Watson, Chief Executive Officer, National Arts Centre",Invited in my capacity as Minister of Canadian Heritage and Multiculturalism, ,,2018/10/10
"Dzerowicz, Julie",One ticket to a Gala Dinner at the National Arts Centre,"Adrian Burns, Chair, National Arts Centre Board of Trustees",Gift given in relation to MP Dzerowicz's role on the Standing Committee on Canadian Herita..., ,2018/10/03,2018/10/04
"Freeland, Chrystia",Intern assigned to my Member's office on Parliament Hill,Ukrainian Canadian Congress Parliamentary Internship Program,The Ukrainian Canadian Congress Parliamentary Internship Program places interns in Members..., ,2017/09/18,2018/10/02
"Freeland, Chrystia",Intern assigned to my Member's office on Parliament Hill,Ukrainian Canadian Congress Parliamentary Internship Program,The Ukrainian Canadian Congress Parliamentary Internship Program places interns in Members..., ,2017/09/18,2018/10/02
"Joly, Mélanie",Event/sporting event ticket(s)Number of tickets: 2,"Ms. Danièle Patenaude, Associate Director, Events, Foundation of the Musée d’art contempor...","Invitation to attend, on behalf of the Government of Canada, the annual ball of the Founda...", ,2018/09/17,2018/09/24
"Trudeau, Justin","Framed oil painting on canvas of “Sudan”, the last male of the Northern White Rhino specie...","His Excellency Honorable Uhura Kenyatta, President of the Republic of Kenya","Visit to Canada to attend the G7 Summit Outreach meeting held in Charlevoix, Québec", ,2018/06/09,2018/09/17
"Trudeau, Justin",Delvaux Leather Presse Taurillon Pouch,"His Excellency Charles Michel, Prime Minister of Belgium","North Atlantic Treaty Organization (NATO) 2018 Summit in Brussels, Belgium", ,2018/07/11,2018/09/17
"Trudeau, Justin","North Kinder Mama & Baby items: Mama Fleece and leggings and tops for my son, Hadrien","Sheena Steinbrenner, Creator and Designer for North Kinder, Vancouver, British Columbia",Introduction to North Kinder collection, ,2018/07/31,2018/09/17
"Bennett, Carolyn","Birchbark doll, woven basket, beaded dream catcher","Chief Bob Gloade, Nova Scotia Mi'kmaq Chiefs",Official Visit to the Millbrook Band Office, ,2018/08/30,2018/09/14
"Dabrusin, Julie","Ticket to attend an Evening for the Arts, an annual fundraising event in support of Arts i...",Toronto Arts Foundation,Invited in my capacity as a Toronto MP, ,2018/08/30,2018/09/13
"Bennett, Carolyn",Painting,"Chief R. Stacey Laforme, Mississaugas of the New Credit First Nation",Signing ceremony for protocol agreement with the Mississaugas of the New Credit First Nati..., ,2018/09/06,2018/09/12
"Bennett, Carolyn","Blanket, five books, beaded necklace","Tribal Chief, Kukpi7 Wayne Christian, Shuswap Nation Chiefs",Signature of a Memorandum of Understanding in Vancouver between Secwepemc Nation Tribal Co..., ,2018/07/23,2018/09/11
"Bennett, Carolyn","Basket, large bentwood box, smoked sturgeon",Chief Michael Wyse,Dinner and meeting with First Nation Chief and Council and tour of Camp Nanaimo land, ,2018/08/23,2018/09/11
"Bennett, Carolyn","T-shirt, blanket, turtle earnings and necklace, sewn bag, soap","Francis Kavanaugh, Grand Chief of Treaty 3",Meeting with Chief and Council at the Millbrook Band Office, ,2018/05/16,2018/09/07
"Fox, Kathleen Carol","Complimentary one-day registration, including banquet ticket, to the 2018 Canadian Aviatio...",Air Transport Association of Canada,Speaker at the Canadian Aviation Conference and Trade Show - Safety Advisory and Joint Fli..., ,2018/11/14,2018/08/31
"Fox, Kathleen Carol",Complimentary one-day admission to the International Air Safety Summit on the day I am spe...,Flight Safety Foundation,"Speaker at the International Air Safety Summit in Seattle, Washington", ,2018/11/13,2018/08/30
"Mendicino, Marco",Four nights accommodation to attend the Knesset Conference for the Chairs of Parliamentary...,The Knesset of Israel,Invited and attended as Vice-Chair of the Canada-Israel Interparliamentary Friendship Grou..., ,2018/07/13,2018/08/26
"Freeland, Chrystia",Leather wallet,"His Excellency Charles Michel, Prime Minister of Belgium","North Atlantic Treaty Organization (NATO) 2018 Summit in Brussels, Belgium", ,2018/07/12,2018/08/15
"Thomas, Rachael",Canada 150 Quilt,Olga Sinclair,Offered as a display piece for office, ,,2018/08/10
"Freeland, Chrystia",Book and framed art,Mexican President Enrique Peña Nieto,Official visit abroad, ,2018/07/25,2018/08/08
"MacAulay, Lawrence",A pack of 5 Cohiba Landeros Cuban Cigars and a Cohiba Pen mini,"H. E Josefina Vidal, Ambassador of Cuba","Following a courtesy meeting on June 6, 2018 in Ottawa, Ontario", ,2018/07/16,2018/08/02
"LeBlanc, Dominic","Overnight stay and meals at Larry's Gulch Lodge in Kedgwick, New Brunswick",Government of New Brunswick,Meetings with business leaders regarding New Brunswick economic development, ,2018/07/17,2018/07/27
"Bennett, Carolyn",Sealskin boots,"Todd Russell, President of the NunatuKavut Community Council",Official function - NunatuKavut Community Council ceremony, ,2018/07/12,2018/07/27
"Fox, Kathleen Carol",Complimentary registration to Canadian Business Aviation Association convention and exhibi...,Canadian Business Aviation Association,Keynote speaker, ,2018/06/13,2018/07/25
"Bennett, Carolyn",Painted rawhide drum,"Herb Lehr, Chairperson of the Fishing Lake Metis Settlement Council",Tour of Fishing Lake Metis Settlement, ,2018/07/04,2018/07/25
"Bennett, Carolyn",Boy Chief Trading Company blanket,Blood Tribe council and Chief Roy Fox,Signature of a memoradum of understanding on reconciliation by the Blood Tribe and the Gov..., ,2018/07/05,2018/07/24
"Fox, Kathleen Carol",Complimentary registration to conference events including the evening banquet at which I w...,Canadian Owners and Pilots Association (COPA),Keynote speaker, ,2018/06/21,2018/07/23
"Duclos, Jean-Yves",Two tickets for a dinner and a show in the Festival d'été de Québec's corporate box,Festival d'été de Québec,"At the occasion of the Festival d'été de Québec, which takes place in my riding", ,,2018/07/17
"Duclos, Jean-Yves",Two tickets for a dinner and a show in the Festival d'été de Québec's corporate box,Festival d'été de Québec,"At the occasion of the Festival d'été de Québec, which takes place in my riding", ,,2018/07/17
"Trudeau, Justin",Hard-shell carry-on luggage pieces given to me and my spouse,"Lyndon and Jamie Cormack of Herschel Supply Co., Vancouver, British Columbia",Introduction to company, ,2018/06/05,2018/07/16
"Trudeau, Justin","Knit throw blankets by Marie Louise Harvey, La Malbaie, Québec given to me and my spouse",Global Affairs Canada – Summits Management Office,"Presented during the G7 Summit Cultural Event held in Charlevoix, Québec", ,2018/06/08,2018/07/16
"Trudeau, Justin",Nathan-Baume leather makeup bags given to my spouse,"His Excellency Donald Tusk, President of the European Council, and Mrs. Malgorzata Tusk","Visit to Canada to attend the G7 Summit held in Charlevoix, Québec Charlevoix, Québec", ,2018/06/08,2018/07/16
"Trudeau, Justin",Handmade Vietnamese lacquer jewellery box given to my spouse,"Her Excellency Mrs. Tran Nguyet Thu, spouse of His Excellency Nguyên Xuân Phúc, Prime Mini...","Visit to Canada to attend the G7 Summit Outreach meeting held in Charlevoix, Québec", ,2018/06/09,2018/07/16
"Trudeau, Justin",Model of a traditional Bangladesh boat presented in an acrylic box,"Her Excellency Sheikh Hasina, Prime Minister of the People’s Republic of Bangladesh","Visit to Canada to attend the G7 Summit Outreach meeting held in Charlevoix, Québec", ,2018/06/09,2018/07/16
"Trudeau, Justin",Framed silver artwork of a flower,"His Excellency Nguyên Xuân Phúc, Prime Minister of the Socialist Republic of Vietnam","Visit to Canada to attend the G7 Summit Outreach meeting held in Charlevoix, Québec", ,2018/06/09,2018/07/16
"Trudeau, Justin",Rain jackets for my family,"Tabitha Osler, Founder and Director of Faire Child Weatherwear, Dartmouth, Nova Scotia",Introduction to the Faire Child Weatherwear collection, ,2018/06/29,2018/07/16
"Trudeau, Justin","3 boxes containing an assortment of Out of Africa Coffee, Nuts and Kericho Gold Kenya Teas...","His Excellency Honorable Uhura Kenyatta, President of the Republic of Kenya","Visit to Canada to attend the G7 Summit Outreach meeting held in Charlevoix, Québec", ,2018/06/09,2018/07/16
"Trudeau, Justin",3 bottles of Ökonomierat Rebholz Ganz Horn Im Sonnenschein 2015,"Her Excellency Dr. Angela Merkel, Chancellor of the Federal Republic of Germany","Visit to Canada to attend the G7 Summit held in Charlevoix, Québec", ,2018/06/08,2018/07/16
"Trudeau, Justin",Hermès Scarf given to my spouse,Madame Brigitte Macron of the French Republic,Official visit to Ottawa, ,2018/06/06,2018/07/16
"Trudeau, Justin","Photo of G7 Economic Summit Leaders in Williamsburg, Virginia, May 29, 1983 presented in a...","His Excellency the Honourable Donald J. Trump, President of the United States of America","Visit to Canada to attend the G7 Summit held in Charlevoix, Québec", ,2018/06/08,2018/07/16
"Trudeau, Justin",Kumano Fude Makeup Brush Set including a silk brush holder given to my spouse,"Mrs. Akie Abe, spouse of His Excellency Shinzo Abe, Prime Minister of Japan","Visit to Canada to attend the G7 Summit held in Charlevoix, Québec", ,2018/06/08,2018/07/16
"Trudeau, Justin","Framed reproduction of « contrat d’engagement d’Etienne Trutteau pour la Nouvelle France, ...","His Excellency Emmanuel Macron, President of the French Republic",Official visit to Ottawa, ,2018/06/06,2018/07/16
"Trudeau, Justin",Delta Capri Night & Day Ballpoint Pen Set,"His Excellency Giuseppe Conte, Prime Minister of the Italian Republic","Visit to Canada to attend the G7 Summit held in Charlevoix, Québec", ,2018/06/08,2018/07/16
"Trudeau, Justin","Framed Monarda fistulosa, Oswego tea, Native of Canada by botanical artist and engraver Jo...","Mr. Philip May, United Kingdom","Visit to Canada to attend the G7 Summit held in Charlevoix, Québec", ,2018/06/08,2018/07/16
"Trudeau, Justin",S.T. Dupont Black Lacquer Roller Pen,"Jean-Claude Juncker, President of the European Commission, Brussels, Belgium","Visit to Canada to attend the G7 Summit held in Charlevoix, Québec", ,2018/06/08,2018/07/16
"Trudeau, Justin",Sèvres Porcelaine Plate,"His Excellency Emmanuel Macron, President of the French Republic",Official visit to Ottawa, ,2018/06/06,2018/07/16
"Trudeau, Justin","Silk Hermès Tie, Paris","His Excellency Donald Tusk, President of the European Council","Visit to Canada to attend the G7 Summit held in Charlevoix, Québec", ,2018/06/08,2018/07/16
"Lightbound, Joël","One ticket for the 2018 BBQ du maire, a fundraiser for the Quebec City YWCA","Ms. Marie-France Poulin, President of the YWCA Québec",Invited in my capacity as local Member of Parliament, ,2018/06/20,2018/07/06
"Kennedy, Simon",Thank you gift card.,CD Howe Institute,"Health Partnership Summit at Niagara-on-the-Lake, Ontario, on June 8, 2018", ,,2018/06/22
"Oliphant, Robert",Two tickets to the Jerome Diamond Adolescent Centre's Dining at the Diamond event held on ...,"Reut Shilton, Development Coordinator, Jewish Family and Child Services",Offered to me as guest speaker of the event and within the customary hospitality that norm..., ,2018/06/10,2018/06/21
"Telford, Katie",Ticket to the Canadian Bar Association-Quebec Division Presidential Dinner,"Canadian Bar Association, Quebec Division",Keynote speaker at the event, ,2018/05/28,2018/06/21
"Freeland, Chrystia",Wall hanging,"Wang Chen, Vice-Chairman of the Standing Committee of the National People's Congress of th...",Official visit of foreign dignitary to Canada, ,2018/06/12,2018/06/19
"Freeland, Chrystia",Sculpture,"Sheikh Abdullah bin Zayed Al Nahyan, Minister of Foreign Affairs and International Coopera...",Official visit of foreign dignitary to Canada, ,2018/05/28,2018/06/17
"Bennett, Carolyn",Pendleton blanket - Circle of Life,"Richard Kistabish, President of the Board of Directors of Legacy of Hope Foundation",10th anniversary of the apology to former students of Federal residential schools, ,2018/06/11,2018/06/14
"Trudeau, Justin",S.T. Dupont Limited Edition Star Wars Streamline X-wing Roller Ball Pen,"His Excellency Emmanuel Macron, President of the French Republic","Official visit to Paris, France", ,2018/04/16,2018/06/12
"Trudeau, Justin","Ray-Ban Aviator Sunglasses, Hex Aspect Duffle bag containing AppNexus promotional items (s...","Michael Rubenstein, President, AppNexus Inc., New York","Visit to New York, United States", ,2018/05/16,2018/06/12
"Trudeau, Justin",Traditional beaded Serbian dress offered to my spouse,"Mrs. Jovana Maric, Spouse of Ambassador Vladimir Maric of the Republic of Serbia to New De...",With compliments following visit to India, ,2018/05/28,2018/06/12
"Jamieson, Rob",Two tickets for the Ottawa Riverkeeper Gala,"Louis-Alexandre LanthierSenior Manager, Government Affairs, Canadian National Railway Comp...",Invitation to Ottawa Riverkeeper Gala, ,2018/05/18,2018/06/12
